Jurisdiction,Office,Candidate Name,Affiliation,Financial Agent Name,Source Page,Result,Elected,Result Source,Notes
Osoyoos,Councillor,Ron Sargeant,,Ron Sargeant,118,,,,
Osoyoos,Councillor,Natasha Stevenson,,Natasha Stevenson,118,,,,
Osoyoos,Councillor,Bridget Wilson,,Bridget Wilson,118,,,,
Osoyoos,Councillor,Pat Wycherley,,Kathryn Gudewill,118,,,,
Osoyoos,Councillor,Frank Zandvliet,,Frank Zandvliet,118,,,,
Osoyoos,Mayor,Scott Armstrong,,Kirk Jeske,118,,,,
Osoyoos,Mayor,Hart Buckendahl,,Hart Buckendahl,119,,,,
Osoyoos,Mayor,Jim Dinwoodie,,Jim Dinwoodie,119,,,,
Osoyoos,Mayor,Zachary Poturica,,Zachary Poturica,119,,,,
Osoyoos,Mayor,Tom Shields,,Tom Shields,119,,,,
Osoyoos,Mayor,Dustin Sikora,,Dustin Sikora,119,,,,
Osoyoos,Water Councillor,Gurneet Chahal,,Gurneet Chahal,119,,,,
Osoyoos,Water Councillor,Sarabjit Rai,,Sarabjit Rai,119,,,,
Osoyoos,Water Councillor,Jim Shogren,,Jim Shogren,119,,,,
Pacific Rim School District,Board of Education Trustee,Cherilyn Bray,,Cherilyn Bray,119,,,,
Pacific Rim School District,Board of Education Trustee,Rosemarie Buchanan,,Rosemarie Buchanan,119,,,,
Pacific Rim School District,Board of Education Trustee,Patricia Clayton,,Patricia Clayton,119,,,,
Pacific Rim School District,Board of Education Trustee,Pam Craig,,Pam Craig,119,,,,
Pacific Rim School District,Board of Education Trustee,Derek Dovale (Withdrawn),,Derek Dovale,119,,,,
Pacific Rim School District,Board of Education Trustee,Trevor Dunn,,Trevor Dunn,119,,,,
Pacific Rim School District,Board of Education Trustee,Debra Hamilton,,Debra Hamilton,119,,,,
Pacific Rim School District,Board of Education Trustee,Graham Hughes,,Graham Hughes,119,,,,
Pacific Rim School District,Board of Education Trustee,Colin Minions,,Colin Minions,119,,,,
Pacific Rim School District,Board of Education Trustee,Cynthia Orr,,Cynthia Orr,119,,,,
Pacific Rim School District,Board of Education Trustee,Justin Tremblay,,Justin Tremblay,120,,,,
Pacific Rim School District,Board of Education Trustee,Chris Washington,,Chris Washington,120,,,,
Pacific Rim School District,Board of Education Trustee,Helen Zanette,,Helen Zanette,120,,,,
Parksville,Councillor,Frank Bailey,,Frank Bailey,120,,,,
Parksville,Councillor,Alana Barager,,Alana Barager,120,,,,
Parksville,Councillor,Adam Fras,,Adam Fras,120,,,,
Parksville,Councillor,Amit Gaur,,Amit Gaur,120,,,,
Parksville,Councillor,Nigel Gray,,Cara MacDonald,120,,,,
Parksville,Councillor,Jody Latiff,,Jody Latiff,120,,,,
Parksville,Councillor,Sylvia Martin,,Leslie MacDonald,120,,,,
Parksville,Councillor,Shelly McCullough,,Shelly McCullough,120,,,,
Parksville,Councillor,Ralph Tietjen,,Ralph Tietjen,120,,,,
Parksville,Councillor,Sean Wood,,Sean Wood,120,,,,
Parksville,Mayor,Mary Beil,,Mary Beil,120,,,,
Parksville,Mayor,Mike Butler,,Mike Butler,120,,,,
Parksville,Mayor,Joel Grenz,,Joel Grenz,120,,,,
Peace River North School District,Board of Education Trustee,Ida Campbell,,Ida Campbell,120,,,,
Peace River North School District,Board of Education Trustee,Helen Gilbert,,Helen Gilbert,120,,,,
Peace River North School District,Board of Education Trustee,Nicole Gilliss,,Nicole Gilliss,121,,,,
Peace River North School District,Board of Education Trustee,Madeleine Lehmann,,Madeleine Lehmann,121,,,,
Peace River North School District,Board of Education Trustee,Wally Miedema,,Wally Miedema,121,,,,
Peace River North School District,Board of Education Trustee,Terence O'Byrne,,Terence O'Byrne,121,,,,
Peace River North School District,Board of Education Trustee,David Scott-Moncrieff,,David Scott-Moncrieff,121,,,,
Peace River North School District,Board of Education Trustee,Bill Snow,,Bill Snow,121,,,,
Peace River Regional District,Electoral Area Director,Maureen Ethier,,Maureen Ethier,121,,,,
Peace River Regional District,Electoral Area Director,Reid Graham,,Reid Graham,121,,,,
Peace River Regional District,Electoral Area Director,Orval Harris,,Orval Harris,121,,,,
Peace River Regional District,Electoral Area Director,Leonard Hiebert,,Leonard Hiebert,121,,,,
Peace River Regional District,Electoral Area Director,Julia Nelson,,Julia Nelson,121,,,,
Peace River Regional District,Electoral Area Director,Richard Nicholls,,Richard Nicholls,121,,,,
Peace River Regional District,Electoral Area Director,Bradley Sperling,,Bradley Sperling,121,,,,
Peace River Regional District,Electoral Area Director,Jason Young,,Jason Young,121,,,,
Peace River South School District,Board of Education Trustee,Chad Anderson,,Chad Anderson,121,,,,
Peace River South School District,Board of Education Trustee,Sherry Berringer,,Sherry Berringer,121,,,,
Peace River South School District,Board of Education Trustee,Roxanne Gulick,,Roxanne Gulick,121,,,,
Peace River South School District,Board of Education Trustee,Jahron Hofman,,Jahron Hofman,121,,,,
Peace River South School District,Board of Education Trustee,Travis Jones,,Travis Jones,122,,,,
Peace River South School District,Board of Education Trustee,Kevin Kurjata,,Kevin Kurjata,122,,,,
Peace River South School District,Board of Education Trustee,Trisha Mactavish,,Trisha Mactavish,122,,,,
Peace River South School District,Board of Education Trustee,Angelina Schurmann,,Angelina Schurmann,122,,,,
Peace River South School District,Board of Education Trustee,Darren Shankel,,Darren Shankel,122,,,,
Peace River South School District,Board of Education Trustee,Deanna Sudnik,,Deanna Sudnik,122,,,,
Peace River South School District,Board of Education Trustee,Christina Wards,,Christina Wards,122,,,,
Peachland,Councillor,Marissa Baecker,,Marissa Baecker,122,,,,
Peachland,Councillor,Ali Bani-Sadr,,Christine Danielsen,122,,,,
Peachland,Councillor,Randey Brophy,,Randey Brophy,122,,,,
Peachland,Councillor,Alena Glasman,,Alena Glasman,122,,,,
Peachland,Councillor,Eric Hall,,Eric Hall,122,,,,
Peachland,Councillor,Rick Ingram,,Rick Ingram,122,,,,
Peachland,Councillor,Chris Richardson,,Barbara Dionne,122,,,,
Peachland,Councillor,Ashley Rodenbush,,Ashley Rodenbush,122,,,,
Peachland,Councillor,Shayne Theriault,,Shayne Theriault,122,,,,
Peachland,Mayor,Gail Mansell,,Gail Mansell,122,,,,
Peachland,Mayor,Patrick Van Minsel,,Ronald Farrington,122,,,,
Pemberton,Councillor,Ted Craddock,,Ted Craddock,123,,,,
Pemberton,Councillor,Laresa Czervenatis,,Laresa Czervenatis,123,,,,
Pemberton,Councillor,Jennie Helmer,,Jennie Helmer,123,,,,
Pemberton,Councillor,James Linklater,,James Linklater,123,,,,
Pemberton,Councillor,Katrina Nightingale,,Katrina Nightingale,123,,,,
Pemberton,Mayor,David MacKenzie,,David MacKenzie,123,,,,
Pemberton,Mayor,Mike Richman,,Mike Richman,123,,,,
Penticton,Councillor,Lee Abel,,Lee Abel,123,,,,
Penticton,Councillor,Lyle Brant,,Lyle Brant,123,,,,
Penticton,Councillor,Isaiah Collins,Penticton Together,Jula Sukumar,123,,,,
Penticton,Councillor,John Cowan,,John Cowan,123,,,,
Penticton,Councillor,Isaac Gilbert,Penticton Together,Jula Sukumar,123,,,,
Penticton,Councillor,Ryan Graham,,Ryan Graham,123,,,,
Penticton,Councillor,Lainie Greyeyes,Penticton Together,Jula Sukumar,123,,,,
Penticton,Councillor,Andrew Jakubeit,,Andrew Jakubeit,123,,,,
Penticton,Councillor,Kevin Lefebvre,,Kevin Lefebvre,123,,,,
Penticton,Councillor,Celine Lucier,,Deanna Maclean,123,,,,
Penticton,Councillor,Subrina Monteith,,Subrina Monteith,123,,,,
Penticton,Councillor,Jason Reynen,,Jason Reynen,124,,,,
Penticton,Councillor,Davinder Sandhu,,Davinder Sandhu,124,,,,
Penticton,Councillor,Krystal Sheridan,,Krystal Sheridan,124,,,,
Penticton,Councillor,Shannon Stewart,,Shannon Stewart,124,,,,
Penticton,Councillor,Nick Stulberg,Penticton Together,Jula Sukumar,124,,,,
Penticton,Councillor,Kandy Sztepanacz,,Caepher Pink,124,,,,
Penticton,Councillor,Riley Thompson,,Riley Thompson,124,,,,
Penticton,Councillor,Janine Walker,,Janine Walker,124,,,,
Penticton,Mayor,Dan Ashton,,Andre Martin,124,,,,
Penticton,Mayor,Julius Bloomfield,,Julius Bloomfield,124,,,,
Penticton,Mayor,Corey Hounslow,,Corey Hounslow,124,,,,
Penticton,Mayor,Jordan Iannone,,Jordan Iannone,124,,,,
Penticton,Mayor,Beverley Kohler,,Beverley Kohler,124,,,,
Penticton,Mayor,Ashley Murrin,,Ashley Murrin,124,,,,
Pitt Meadows,Councillor,Michael Babor,,Michael Babor,124,,,,
Pitt Meadows,Councillor,Don Bell,,Don Bell,124,,,,
Pitt Meadows,Councillor,Owen Coomer,,Bradley Krause,124,,,,
Pitt Meadows,Councillor,Tracy Elke,,Tracy Elke,124,,,,
Pitt Meadows,Councillor,Alison Evans,,Alison Evans,125,,,,
Pitt Meadows,Councillor,Mike Hayes,,Mike Hayes,125,,,,
Pitt Meadows,Councillor,Ariane Jaschke,,Catherine Birkenhead,125,,,,
Pitt Meadows,Councillor,Mike Manion,,Mike Manion,125,,,,
Pitt Meadows,Councillor,Bob Meachen,,Bob Meachen,125,,,,
Pitt Meadows,Councillor,Julia Perrie,,Julia Perrie,125,,,,
Pitt Meadows,Councillor,Reet Singh,,Reet Singh,125,,,,
Pitt Meadows,Mayor,Janis Elkerton,,Janis Elkerton,125,,,,
Pitt Meadows,Mayor,Nicole MacDonald,,Nicole MacDonald,125,,,,
Port Alberni,Councillor,Sam Atwal,,Premita Saran,125,,,,
Port Alberni,Councillor,Debbie Haggard,,Debbie Haggard,125,,,,
Port Alberni,Councillor,Adam Hayduk,,Adam Hayduk,125,,,,
Port Alberni,Councillor,Diljeet Hundal,,Diljeet Hundal,125,,,,
Port Alberni,Councillor,Richard Huneault,,Richard Huneault,125,,,,
Port Alberni,Councillor,Wendy Kerr,,Karen Morris,125,,,,
Port Alberni,Councillor,Nina Kossenko,,Nina Kossenko,125,,,,
Port Alberni,Councillor,Michael Moore,,Michael Moore,125,,,,
Port Alberni,Councillor,Anna Perry,,Anna Perry,125,,,,
Port Alberni,Councillor,Cindy Solda,,Cindy Solda,126,,,,
Port Alberni,Councillor,Tom Verbrugge,,Tom Verbrugge,126,,,,
Port Alberni,Councillor,Chris Washington,,Chris Washington,126,,,,
Port Alberni,Mayor,Donald Davidson,,Donald Davidson,126,,,,
Port Alberni,Mayor,Sukhdev Krishan,,Sukhdev Krishan,126,,,,
Port Alberni,Mayor,Charles Mealey,,Charles Mealey,126,,,,
Port Alberni,Mayor,Sharie Minions,,Meghan Mason,126,,,,
Port Alberni,Mayor,Todd Patola,,Todd Patola,126,,,,
Port Alberni,Mayor,Don Tecson,,Susan Roth,126,,,,
Port Alice,Councillor,Dawn Abbs,,Dawn Abbs,126,,,,
Port Alice,Councillor,Holly Aldis,,Holly Aldis,126,,,,
Port Alice,Councillor,Russell Murray,,Russell Murray,126,,,,
Port Alice,Councillor,Sean Watson,,Sean Watson,126,,,,
Port Alice,Councillor,Neal Williams,,Neal Williams,126,,,,
Port Alice,Councillor,Doug Worthington,,Doug Worthington,126,,,,
Port Alice,Mayor,David Andrukonis,,David Andrukonis,126,,,,
Port Alice,Mayor,Kevin Cameron,,Kevin Cameron,126,,,,
Port Alice,Mayor,David Stewart,,David Stewart,126,,,,
Port Alice,Mayor,Beth Thompson,,Beth Thompson,127,,,,
Port Clements,Councillor,Leidys Barrios Barona (Withdrawn),,Leidys Barrios Barona,127,,,,
Port Clements,Councillor,Jasmine Beachy,,Jasmine Beachy,127,,,,
Port Clements,Councillor,Amber Bellis,,Amber Bellis,127,,,,
Port Clements,Councillor,Brigid Cumming,,Brigid Cumming,127,,,,
Port Clements,Councillor,Doris Fischer,,Doris Fischer,127,,,,
Port Clements,Councillor,Norman Gould,,Norman Gould,127,,,,
Port Clements,Councillor,Derek Hardt,,Derek Hardt,127,,,,
Port Clements,Councillor,Sarah Hunt,,Sarah Hunt,127,,,,
Port Clements,Councillor,Dale Lore,,Dale Lore,127,,,,
Port Clements,Councillor,Wayne Nicol,,Wayne Nicol,127,,,,
Port Clements,Councillor,Dennis Reindl,,Dennis Reindl,127,,,,
Port Clements,Councillor,Betty Stewart,,Betty Stewart,127,,,,
Port Clements,Mayor,Scott Cabianca,,Scott Cabianca,127,,,,
Port Clements,Mayor,Kazamir Falconbridge,,Kazamir Falconbridge,127,,,,
Port Clements,Mayor,Rob Kidd,,Rob Kidd,127,,,,
Port Coquitlam,Councillor,Dawn Becker,,Beth Turner,127,,,,
Port Coquitlam,Councillor,Doug Blessin,,Giovanna Blessin,127,,,,
Port Coquitlam,Councillor,Aman Brah,,Aman Brah,127,,,,
Port Coquitlam,Councillor,Steve Darling,,Jennifer Darling,128,,,,
Port Coquitlam,Councillor,Solomon Etuk,,Robert Widmer,128,,,,
Port Coquitlam,Councillor,Mithila Karnik,,Mithila Karnik,128,,,,
Port Coquitlam,Councillor,Nancy McCurrach,,Ray McCurrach,128,,,,
Port Coquitlam,Councillor,Darin Nielsen,,Darin Nielsen,128,,,,
Port Coquitlam,Councillor,Darrell Penner,,Darrell Penner,128,,,,
Port Coquitlam,Councillor,Paige Petriw,,Paige Petriw,128,,,,
Port Coquitlam,Councillor,Glenn Pollock,,Gordon Wickerson,128,,,,
Port Coquitlam,Councillor,Carmen Smith,,Elliott Smith,128,,,,
Port Coquitlam,Councillor,Dehara Thompson,,Vielda Morris,128,,,,
Port Coquitlam,Councillor,Dean Washington,,Dean Washington,128,,,,
Port Coquitlam,Mayor,Connor Fesenmaier,,Connor Fesenmaier,128,,,,
Port Coquitlam,Mayor,Brad West,,Brad West,128,,,,
Port Coquitlam,Mayor,Pasquale Zampieri,,Pasquale Zampieri,128,,,,
Port Edward,Councillor,James Brown,,James Brown,128,,,,
Port Edward,Councillor,Derek Franzen,,Derek Franzen,128,,,,
Port Edward,Councillor,Destiny Komadina,,Destiny Komadina,128,,,,
Port Edward,Councillor,James Lines,,James Lines,128,,,,
Port Edward,Councillor,Colleen McDonald,,Colleen McDonald,129,,,,
Port Edward,Councillor,Kevin Mudge,,Kevin Mudge,129,,,,
Port Edward,Mayor,Knut Bjorndal,,Knut Bjorndal,129,,,,
Port Edward,Mayor,Dan Franzen,,Dan Franzen,129,,,,
Port Hardy,Councillor,Don Braithwaite,,Don Braithwaite,129,,,,
Port Hardy,Councillor,Janet Dorward,,Janet Dorward,129,,,,
Port Hardy,Councillor,Alfred Gagnon,,Alfred Gagnon,129,,,,
Port Hardy,Councillor,David Grainger,,David Grainger,129,,,,
Port Hardy,Councillor,Athena Guy,,Athena Guy,129,,,,
Port Hardy,Councillor,Adam Ireton,,Adam Ireton,129,,,,
Port Hardy,Councillor,Doug Kerr,,Doug Kerr,129,,,,
Port Hardy,Councillor,Angela Porter,,Angela Porter,129,,,,
Port Hardy,Councillor,Gavin Scott,,Gavin Scott,129,,,,
Port Hardy,Councillor,David Summers,,David Summers,129,,,,
Port Hardy,Councillor,Brian Texmo,,Brian Texmo,129,,,,
Port Hardy,Councillor,John Tidbury,,John Tidbury,129,,,,
Port Hardy,Mayor,Pat Corbett-Labatt,,Pat Corbett-Labatt,129,,,,
Port McNeill,Councillor,Shelley Downey,,Shelley Downey,129,,,,
Port McNeill,Councillor,Janice Ellis,,Janice Ellis,130,,,,
Port McNeill,Councillor,Bill McQuarrie,,Bill McQuarrie,130,,,,
Port McNeill,Councillor,Leighann Ruel,,Leighann Ruel,130,,,,
Port McNeill,Mayor,James Furney,,James Furney,130,,,,
Port Moody,Councillor,Samantha Agtarap,,Marshal Wong,130,,,,
Port Moody,Councillor,Alexandra Chan,Port Moody Voice,Sebastian Thomas,130,,,,
Port Moody,Councillor,Diana Dilworth,,Diana Dilworth,130,,,,
Port Moody,Councillor,John Grasty,,John Grasty,130,,,,
Port Moody,Councillor,Kyla Knowles,,Christopher Moffatt,130,,,,
Port Moody,Councillor,Mark Kunzli,Port Moody Voice,Sebastian Thomas,130,,,,
Port Moody,Councillor,Paul Lambert,,Michael Rybacha,130,,,,
Port Moody,Councillor,Jeanine Longley,,Deborah Longley,130,,,,
Port Moody,Councillor,Amy Lubik,,Haley Grewal,130,,,,
Port Moody,Councillor,Reece Mack,Port Moody Voice,Sebastian Thomas,130,,,,
Port Moody,Councillor,Steve Milani,,Steve Milani,130,,,,
Port Moody,Councillor,Sebastian Moon,,Sebastian Moon,130,,,,
Port Moody,Councillor,Callan Morrison,,Callan Morrison,130,,,,
Port Moody,Councillor,Tracey Schaeffer,,Steven Holinaty,130,,,,
Port Moody,Councillor,Laura Soucy,Port Moody Voice,Sebastian Thomas,131,,,,
Port Moody,Councillor,Peter Thomasen,,Peter Thomasen,131,,,,
Port Moody,Mayor,Meghan Lahti,,Anthony Sandler,131,,,,
Port Moody,Mayor,Haven Lurbiecki,Port Moody Voice,Sebastian Thomas,131,,,,
Pouce Coupe,Councillor,Brianna Carriere,,Brianna Carriere,131,,,,
Pouce Coupe,Councillor,Raymond Johnston,,Raymond Johnston,131,,,,
Pouce Coupe,Councillor,Kurtis Rabel,,Kurtis Rabel,131,,,,
Pouce Coupe,Councillor,Chad Spencer,,Chad Spencer,131,,,,
Pouce Coupe,Councillor,James Wall,,James Wall,131,,,,
Pouce Coupe,Councillor,Tracey Winland,,Tracey Winland,131,,,,
Pouce Coupe,Councillor,Marcel Woodill,,Marcel Woodill,131,,,,
Pouce Coupe,Mayor,Lorraine Michetti,,Lorraine Michetti,131,,,,
Pouce Coupe,Mayor,Frank Ripley,,Frank Ripley,131,,,,
Pouce Coupe,Mayor,Danielle Veach,,Danielle Veach,131,,,,
Powell River,Councillor,Earl Almeida,,Earl Almeida,131,,,,
Powell River,Councillor,Bob Bogoslowski,,Bob Bogoslowski,131,,,,
Powell River,Councillor,Diana Collicutt,,Diana Collicutt,131,,,,
Powell River,Councillor,Cindy Elliott,,Cindy Elliott,131,,,,
Powell River,Councillor,Kieran Fogarty,,Elisabeth Wik,132,,,,
Powell River,Councillor,Darick Holler,,Darick Holler,132,,,,
Powell River,Councillor,Steve Hunter,,Steve Hunter,132,,,,
Powell River,Councillor,Trina Isakson,,Trina Isakson,132,,,,
Powell River,Councillor,Darryl Jackson,,Darryl Jackson,132,,,,
Powell River,Councillor,Henrietta Johnson,,Henrietta Johnson,132,,,,
Powell River,Councillor,Cathy Korolek,,Cathy Korolek,132,,,,
Powell River,Councillor,Eli Leyland,,Eli Leyland,132,,,,
Powell River,Councillor,Matthew Mowbrey,,Matthew Mowbrey,132,,,,
Powell River,Councillor,Michael Paemoller,,Michael Paemoller,132,,,,
Powell River,Councillor,Jesse Querin,,Jesse Querin,132,,,,
Powell River,Councillor,Dustin Silvey,,Dustin Silvey,132,,,,
Powell River,Councillor,Diane Sparks,,Diane Sparks,132,,,,
Powell River,Councillor,Paddy Treavor,,Paddy Treavor,132,,,,
Powell River,Councillor,Ted Vizzutti,,Ted Vizzutti,132,,,,
Powell River,Councillor,Roger Whittaker,,Jena Lohrbach,132,,,,
Powell River,Councillor,Jordie Yow,,Jordie Yow,132,,,,
Powell River,Mayor,George Doubt,,George Doubt,132,,,,
Powell River,Mayor,Jan Gisborne,,Jan Gisborne,133,,,,
Powell River,Mayor,Jim Palm,,Jim Palm,133,,,,
Powell River,Mayor,Rob Southcott,,Susan Short,133,,,,
Prince George,Councillor,Tim Bennett,,Nicole Krizmanich,133,,,,
Prince George,Councillor,Shawn Bortolon,,Angela Scully,133,,,,
Prince George,Councillor,Nicole Fraser,,Nicole Fraser,133,,,,
Prince George,Councillor,Jesi Janjua,,Raylene Janjua,133,,,,
Prince George,Councillor,Trudy Klassen,,Trudy Klassen,133,,,,
Prince George,Councillor,Tucker Krause,,Tucker Krause,133,,,,
Prince George,Councillor,Trenten Laarz,,Trenten Laarz,133,,,,
Prince George,Councillor,Dan McLaren,,Donna Flood,133,,,,
Prince George,Councillor,Anthony Okechukwu,,Tamara Luke,133,,,,
Prince George,Councillor,Rajendar Parmar,,Rajendar Parmar,133,,,,
Prince George,Councillor,Dan Pears,,Coralie Wilkinson,133,,,,
Prince George,Councillor,Ron Polillo,,Ron Polillo,133,,,,
Prince George,Councillor,Bob Radloff,,Miranda Kynoch,133,,,,
Prince George,Councillor,Cori Ramsay,,Cori Ramsay,133,,,,
